"CODUSU","NRO_HOGAR","COMPONENTE","ANO4","TRIMESTRE","CH04","CH06","NIVEL_ED","PP07H","ESTADO","AGLOMERADO","sexo","informal","edad","educ_grupo"
"TQRMNOYTSHJKMNCDEIIAD00864759",1,6,2024,3,2,20,4,1,1,32,"Mujer",0,20,"Media"
"TQRMNOPWRHJNPUCDEIJAH00872119",1,1,2024,3,1,43,2,0,1,33,"Varón",NA,43,"Baja"
"TQSMNOPTTHMMMTCDEIJAH00855132",1,1,2024,3,1,63,5,1,1,33,"Varón",0,63,"Media"
"TQRMNOSPYHJNNTCDEIIAD00862152",1,1,2024,3,2,59,6,0,1,32,"Mujer",NA,59,"Alta"
"TQRMNORTSHJNMMCDEIKAH00862951",1,1,2024,3,2,52,6,1,1,34,"Mujer",0,52,"Alta"
"TQRMNOQYRHMNLLCDEHIBB00810889",1,1,2024,3,1,54,4,1,1,22,"Varón",0,54,"Media"
"TQRMNOQQTHKLLMCDEHIBB00869649",1,3,2024,3,1,24,2,2,1,22,"Varón",1,24,"Baja"
"TQRMNOSWPHJLKTCDEHPJB00866580",1,3,2024,3,1,37,5,2,1,29,"Varón",1,37,"Media"
"TQRMNOQTRHJOKNCDEHPJB00862130",1,2,2024,3,2,50,2,2,1,29,"Mujer",1,50,"Baja"
"TQRMNOPPYHLOKNCDEGPDJ00805642",1,2,2024,3,2,38,6,0,1,19,"Mujer",NA,38,"Alta"
"TQRMNORWQHMOLLCDEHNHB00811373",1,1,2024,3,1,25,6,1,1,27,"Varón",0,25,"Alta"
"TQRMNOPTYHKOKOCDEFOCD00871944",1,1,2024,3,2,64,3,0,1,8,"Mujer",NA,64,"Baja"
"TQRMNOQTSHLLKSCDEHMHF00806230",1,2,2024,3,2,54,4,2,1,26,"Mujer",1,54,"Media"
"TQRMNOQXSHJOKQCDEGOIH00865270",1,2,2024,3,1,31,4,1,1,18,"Varón",0,31,"Media"
"TQRMNOPYXHMMLMCDEFIAH00851562",1,2,2024,3,1,47,6,1,1,2,"Varón",0,47,"Alta"
"TQRMNOPUWHKMQOCDEIJAH00869703",1,2,2024,3,2,25,4,1,1,33,"Mujer",0,25,"Media"
"TQRMNORYPHJKKPCDEGPDJ00863178",1,2,2024,3,2,31,5,2,1,19,"Mujer",1,31,"Media"
"TQRMNOQUPHLMLPCDEGOIH00805422",1,1,2024,3,2,52,2,0,1,18,"Mujer",NA,52,"Baja"
"TQRMNOSQSHKMKOCDEHNHB00867152",1,1,2024,3,1,37,6,0,1,27,"Varón",NA,37,"Alta"
"TQRMNORVQHMMKSCDEHMHF00872207",1,1,2024,3,2,22,4,0,1,26,"Mujer",NA,22,"Media"
"TQRMNOPYPHLMLMCDEHGHJ00805709",1,4,2024,3,1,22,4,0,1,20,"Varón",NA,22,"Media"
"TQRMNOUSVHMNNTCDEIIAD00812119",1,1,2024,3,1,38,6,2,1,32,"Varón",1,38,"Alta"
"TQRMNOQYXHKNLNCDEHJGH00871059",1,2,2024,3,2,35,6,1,1,23,"Mujer",0,35,"Alta"
"TQRMNOQRWHKMKTCDEHNHB00871116",1,2,2024,3,1,25,4,0,1,27,"Varón",NA,25,"Media"
"TQRMNOUQXHLNKPCDEHMHF00806285",1,1,2024,3,1,29,4,1,1,26,"Varón",0,29,"Media"
"TQRMNOQSVHKMLLCDEGPDJ00868263",1,2,2024,3,1,52,4,1,1,19,"Varón",0,52,"Media"
"TQRMNOQTQHMMKPCDEGLDF00810269",1,2,2024,3,1,35,5,2,1,15,"Varón",1,35,"Media"
"TQRMNOPVSHKNLLCDEGOIH00871460",1,3,2024,3,1,34,3,0,1,18,"Varón",NA,34,"Baja"
"TQRMNOPVRHKKKSCDEFMDB00868393",1,2,2024,3,1,35,3,1,1,6,"Varón",0,35,"Baja"
"TQRMNORQQHJLLMCDEGKDB00866867",1,2,2024,3,2,40,6,1,1,14,"Mujer",0,40,"Alta"
"TQRMNOPRSHKKKRCDEFJAH00872092",1,1,2024,3,2,64,6,0,1,3,"Mujer",NA,64,"Alta"
"TQRMNORQWHKKMMCDEIIAD00870315",1,1,2024,3,2,48,5,1,1,32,"Mujer",0,48,"Media"
"TQRMNOQTSHLNKSCDEIJAH00807269",1,1,2024,3,1,38,4,1,1,33,"Varón",0,38,"Media"
"TQRMNOPXYHMLLOCDEIMBF00813033",1,1,2024,3,1,61,5,2,1,36,"Varón",1,61,"Media"
"TQRMNOQXTHKOLNCDEGOIH00867414",1,2,2024,3,1,42,4,0,1,18,"Varón",NA,42,"Media"
"TQRMNOQYWHLLKPCDEIIAD00806987",2,1,2024,3,1,25,5,2,1,32,"Varón",1,25,"Media"
"TQRMNOQVPHLMMMCDEIJAH00807485",1,3,2024,3,2,32,6,1,1,33,"Mujer",0,32,"Alta"
"TQRMNOTQUHLMMLCDEHJGH00806039",1,3,2024,3,1,29,4,2,1,23,"Varón",1,29,"Media"
"TQRMNOUWTHJOLQCDEHIBB00863686",1,1,2024,3,2,29,2,2,1,22,"Mujer",1,29,"Baja"
"TQRMNOPXSHKMKRCDEHJGH00870500",1,4,2024,3,2,58,4,2,1,23,"Mujer",1,58,"Media"
"TQRMNORTVHLNKPCDEHMHF00806182",1,8,2024,3,1,24,4,0,1,26,"Varón",NA,24,"Media"
"TQRMNOPVWHKNLLCDEGOIH00870782",2,1,2024,3,1,24,4,2,1,18,"Varón",1,24,"Media"
"TQRMNOPWTHJNLRCDEFIAH00865621",1,1,2024,3,2,54,4,0,1,2,"Mujer",NA,54,"Media"
"TQRMNOQQUHJOKMCDEGNFJ00863618",1,1,2024,3,1,59,2,2,1,17,"Varón",1,59,"Baja"
"TQRMNORVQHKMKNCDEGKDB00868443",1,1,2024,3,1,63,1,1,1,14,"Varón",0,63,"Baja"
"TQRMNOPYUHLMKUCDEHNHB00806376",1,3,2024,3,1,37,4,2,1,27,"Varón",1,37,"Media"
"TQRMNOPYPHLMLMCDEHGHJ00805709",1,6,2024,3,2,28,4,1,1,20,"Mujer",0,28,"Media"
"TQRMNOUSUHLNNTCDEIIAD00806878",1,2,2024,3,1,64,6,0,1,32,"Varón",NA,64,"Alta"
"TQRMNOSRXHLMMLCDEIJAH00807790",1,3,2024,3,1,22,3,2,1,33,"Varón",1,22,"Baja"
"TQRMNOUPXHJKLNCDEFLID00866692",1,1,2024,3,2,47,6,1,1,5,"Mujer",0,47,"Alta"
"TQRMNOPXRHLMTSCDEIJAH00807687",1,1,2024,3,1,28,4,1,1,33,"Varón",0,28,"Media"
"TQRMNOVPUHLLKSCDEHLEH00863462",1,2,2024,3,2,52,4,1,1,25,"Mujer",0,52,"Media"
"TQRMNOQRYHJNNQCDEIIAD00868945",1,1,2024,3,2,61,6,0,1,32,"Mujer",NA,61,"Alta"
"TQRMNORUYHJLKPCDEIOAH00867866",1,1,2024,3,1,44,3,1,1,38,"Varón",0,44,"Baja"
"TQRMNOPWWHLOKNCDEGKDB00805031",1,1,2024,3,2,50,2,2,1,14,"Mujer",1,50,"Baja"
"TQRMNOPRVHLNMQCDEIJAH00864259",1,1,2024,3,1,63,4,0,1,33,"Varón",NA,63,"Media"
"TQRMNORWQHMOLLCDEHNHB00811373",1,4,2024,3,2,44,3,2,1,27,"Mujer",1,44,"Baja"
"TQRMNORTQHKMKPCDEHGHJ00868134",1,2,2024,3,1,53,3,1,1,20,"Varón",0,53,"Baja"
"TQRMNOQRWHKOKTCDEFMDB00871084",1,1,2024,3,2,24,4,2,1,6,"Mujer",1,24,"Media"
"TQRMNOTTYHJOKTCDEFMDB00861972",2,2,2024,3,1,29,1,1,1,6,"Varón",0,29,"Baja"
"TQRMNOSVSHKKKMCDEIHJF00871523",1,1,2024,3,1,55,3,1,1,31,"Varón",0,55,"Baja"
"TQRMNOQYTHLMLUCDEGJBF00804985",1,1,2024,3,1,49,6,0,1,13,"Varón",NA,49,"Alta"
"TQRMNOPXTHMOKUCDEIHJF00868100",1,1,2024,3,1,62,3,0,1,31,"Varón",NA,62,"Baja"
"TQRMNORWQHLMLQCDEHMHF00806219",1,1,2024,3,1,50,5,0,1,26,"Varón",NA,50,"Media"
"TQRMNOPPSHJMLQCDEGNFJ00863936",1,1,2024,3,2,50,2,2,1,17,"Mujer",1,50,"Baja"
"TQRMNOTXUHLMKUCDEGJBF00804977",1,1,2024,3,2,26,4,1,1,13,"Mujer",0,26,"Media"
"TQRMNOQSYHKMLOCDEGKDB00870363",1,2,2024,3,2,32,4,2,1,14,"Mujer",1,32,"Media"
"TQRMNOTSVHKOKSCDEHLEH00871640",1,2,2024,3,2,52,6,1,1,25,"Mujer",0,52,"Alta"
"TQRMNORPSHLMMPCDEGJBF00809941",1,2,2024,3,2,45,3,0,1,13,"Mujer",NA,45,"Baja"
"TQRMNOQWWHLKKRCDEFMDB00804029",2,1,2024,3,2,24,5,1,1,6,"Mujer",0,24,"Media"
"TQRMNOQWXHMMKSCDEHIBB00810819",1,2,2024,3,1,25,5,0,1,22,"Varón",NA,25,"Media"
"TQRMNORXTHKMKOCDEFMDB00868339",1,2,2024,3,2,31,6,1,1,6,"Mujer",0,31,"Alta"
"TQRMNOYTSHJKMNCDEIIAD00864759",1,5,2024,3,1,22,4,1,1,32,"Varón",0,22,"Media"
"TQRMNOQWQHKOKOCDEGKDB00870871",1,1,2024,3,2,25,6,1,1,14,"Mujer",0,25,"Alta"
"TQRMNOQXTHLNLLCDEHGHJ00805670",1,4,2024,3,2,31,4,1,1,20,"Mujer",0,31,"Media"
"TQRMNOSPVHKNKMCDEFOCD00871785",1,1,2024,3,1,54,3,2,1,8,"Varón",1,54,"Baja"
"TQRMNORXTHKLKUCDEGGFB00869878",1,2,2024,3,1,24,5,2,1,10,"Varón",1,24,"Media"
"TQRMNOPXYHKOKPCDEFOCD00868336",1,3,2024,3,1,33,4,1,1,8,"Varón",0,33,"Media"
"TQRMNOPRSHKNKMCDEFMDB00868249",1,1,2024,3,1,57,3,0,1,6,"Varón",NA,57,"Baja"
"TQRMNOTQRHKOLQCDEFKID00869187",1,1,2024,3,1,35,2,1,1,4,"Varón",0,35,"Baja"
"TQRMNOQYVHMMLMCDEGOIH00868156",1,1,2024,3,1,60,3,0,1,18,"Varón",NA,60,"Baja"
"TQRMNOPWWHLOKNCDEGKDB00805031",1,4,2024,3,2,20,4,2,1,14,"Mujer",1,20,"Media"
"TQRMNOSQYHMOLMCDEHMHF00868868",1,2,2024,3,1,36,3,2,1,26,"Varón",1,36,"Baja"
"TQRMNORRVHMMKNCDEOHCH00813352",1,4,2024,3,1,32,2,1,1,91,"Varón",0,32,"Baja"
"TQRMNOQTTHMMLNCDEHJGH00810971",1,4,2024,3,2,36,6,0,1,23,"Mujer",NA,36,"Alta"
"TQTMNORVQHKMKSCDEGLDF00868705",1,1,2024,3,2,26,4,1,1,15,"Mujer",0,26,"Media"
"TQRMNOPYTHMMLLCDEGGFB00809604",1,1,2024,3,2,56,2,2,1,10,"Mujer",1,56,"Baja"
"TQRMNOPSPHMMLNCDEHIBB00810881",1,4,2024,3,2,34,4,2,1,22,"Mujer",1,34,"Media"
"TQRMNOPUWHLKKQCDEIIAD00865843",1,1,2024,3,1,34,6,1,1,32,"Varón",0,34,"Alta"
"TQRMNOQRRHMKLLCDEGLDF00810299",1,1,2024,3,2,49,6,1,1,15,"Mujer",0,49,"Alta"
"TQRMNOPWYHLNMMCDEGGFB00804609",1,1,2024,3,1,58,2,0,1,10,"Varón",NA,58,"Baja"
"TQRMNOSYWHKNKNCDEGKDB00871719",1,1,2024,3,1,63,2,1,1,14,"Varón",0,63,"Baja"
"TQRMNOQWPHJLLNCDEFOCD00864435",1,1,2024,3,2,53,4,1,1,8,"Mujer",0,53,"Media"
"TQRMNOTPSHMOMOCDEFKID00808845",1,6,2024,3,1,22,3,2,1,4,"Varón",1,22,"Baja"
"TQRMNOQYUHJOKUCDEFOCD00867872",1,1,2024,3,2,55,6,2,1,8,"Mujer",1,55,"Alta"
"TQSMNORXRHKOMLCDEGJBF00866959",1,2,2024,3,1,29,4,1,1,13,"Varón",0,29,"Media"
"TQRMNORWRHJNKOCDEIHJF00864729",1,1,2024,3,1,54,6,1,1,31,"Varón",0,54,"Alta"
"TQRMNOPUTHLMLOCDEIMBF00808059",1,1,2024,3,1,51,3,1,1,36,"Varón",0,51,"Baja"
"TQRMNOUTWHLMLNCDEGIBJ00804709",1,2,2024,3,1,28,4,0,1,12,"Varón",NA,28,"Media"
"TQRMNOQTPHKMLSCDEFKID00871400",1,1,2024,3,1,41,6,0,1,4,"Varón",NA,41,"Alta"
"TQRMNOPUPHJMMPCDEGJBF00862525",1,2,2024,3,2,42,5,1,1,13,"Mujer",0,42,"Media"
"TQRMNORQQHJMKPCDEHNHB00862456",1,2,2024,3,2,46,6,0,1,27,"Mujer",NA,46,"Alta"
"TQRMNOPVRHKOKQCDEGOIH00870013",1,1,2024,3,1,56,4,0,1,18,"Varón",NA,56,"Media"
"TQRMNOPWRHKNLSCDEHJGH00872356",1,3,2024,3,1,32,4,2,1,23,"Varón",1,32,"Media"
"TQRMNOPRUHKORSCDEIJAH00868037",1,2,2024,3,2,25,5,2,1,33,"Mujer",1,25,"Media"
"TQRMNOPSSHLLKUCDEIGED00806648",1,2,2024,3,1,48,4,0,1,30,"Varón",NA,48,"Media"
"TQRMNOQRSHKNKNCDEIMBF00868550",1,2,2024,3,1,46,3,2,1,36,"Varón",1,46,"Baja"
"TQRMNOQTPHLKKNCDEGLDF00870506",1,2,2024,3,2,39,6,0,1,15,"Mujer",NA,39,"Alta"
"TQRMNORYWHJMOLCDEIJAH00864323",1,3,2024,3,1,25,4,2,1,33,"Varón",1,25,"Media"
"TQRMNOUTRHMLRMCDEIJAH00812513",1,2,2024,3,1,39,3,0,1,33,"Varón",NA,39,"Baja"
"TQRMNOSWVHKOKRCDEIHJF00867997",1,1,2024,3,1,61,6,1,1,31,"Varón",0,61,"Alta"
"TQRMNOPWQHJMLPCDEOHCH00863196",1,1,2024,3,2,60,6,1,1,91,"Mujer",0,60,"Alta"
"TQRMNOTSTHLLKOCDEGNFJ00810462",1,2,2024,3,1,38,4,1,1,17,"Varón",0,38,"Media"
"TQRMNOQTXHKOKPCDEGOIH00871500",1,4,2024,3,1,25,2,0,1,18,"Varón",NA,25,"Baja"
"TQRMNOSQSHKLKMCDEHLEH00868387",1,3,2024,3,2,40,5,1,1,25,"Mujer",0,40,"Media"
"TQRMNORWYHMOKMCDEHGHJ00810762",1,1,2024,3,2,46,4,1,1,20,"Mujer",0,46,"Media"
"TQRMNOPTVHLMKUCDEIHJF00806747",1,4,2024,3,2,41,4,1,1,31,"Mujer",0,41,"Media"
"TQRMNORYRHKOLQCDEIKAH00870730",1,1,2024,3,1,38,4,1,1,34,"Varón",0,38,"Media"
"TQRMNOSVVHMOLOCDEGLDF00810295",1,2,2024,3,2,25,4,0,1,15,"Mujer",NA,25,"Media"
"TQRMNOQXTHKMLLCDEIGED00871156",1,1,2024,3,2,50,5,1,1,30,"Mujer",0,50,"Media"
"TQRMNORWWHLMNTCDEIJAH00812776",1,2,2024,3,1,18,4,2,1,33,"Varón",1,18,"Media"
"TQRMNOQQPHMOQQCDEIJAH00855502",1,1,2024,3,2,27,3,0,1,33,"Mujer",NA,27,"Baja"
"TQRMNOPVWHMMLQCDEFOCD00809501",1,3,2024,3,2,37,5,2,1,8,"Mujer",1,37,"Media"
"TQRMNOQTXHKOLTCDEFLID00871275",1,2,2024,3,1,33,4,1,1,5,"Varón",0,33,"Media"
"TQRMNOQQWHMMLLCDEIJAH00812582",1,2,2024,3,1,28,5,0,1,33,"Varón",NA,28,"Media"
"TQRMNOSQSHKLKMCDEHLEH00868387",1,4,2024,3,2,37,5,1,1,25,"Mujer",0,37,"Media"
"TQRMNOQQPHLLLLCDEGPDJ00805560",1,1,2024,3,1,52,3,1,1,19,"Varón",0,52,"Baja"
"TQRMNOPVSHKNKRCDEOHCH00866979",1,2,2024,3,1,50,2,0,1,91,"Varón",NA,50,"Baja"
"TQRMNOPPQHJOKPCDEFOCD00861967",1,1,2024,3,2,48,5,2,1,8,"Mujer",1,48,"Media"
"TQRMNOQPYHKOKSCDEFOCD00870611",1,2,2024,3,2,45,6,1,1,8,"Mujer",0,45,"Alta"
"TQRMNOPPYHJMKQCDEGGFB00866057",1,4,2024,3,1,23,4,1,1,10,"Varón",0,23,"Media"
"TQRMNOXXQHMOMOCDEFKID00808865",1,2,2024,3,1,45,4,1,1,4,"Varón",0,45,"Media"
"TQRMNOPUTHJLKMCDEIHJF00864147",1,1,2024,3,1,54,4,0,1,31,"Varón",NA,54,"Media"
"TQRMNOPSTHLOKUCDEHMHF00806246",1,3,2024,3,2,35,4,2,1,26,"Mujer",1,35,"Media"
"TQRMNOPPQHJMLLCDEOHCH00863191",1,1,2024,3,2,45,3,2,1,91,"Mujer",1,45,"Baja"
"TQRMNOSTTHJOTUCDEIJAH00871028",1,2,2024,3,2,48,4,0,1,33,"Mujer",NA,48,"Media"
"TQRMNOPSSHLOKSCDEGOIH00805385",1,2,2024,3,2,41,4,1,1,18,"Mujer",0,41,"Media"
"TQRMNOQVQHKMLUCDEIKAH00870223",1,1,2024,3,2,52,4,2,1,34,"Mujer",1,52,"Media"
"TQRMNOUSVHMNNTCDEIIAD00812119",1,2,2024,3,2,38,4,2,1,32,"Mujer",1,38,"Media"
"TQRMNOPSWHLMKMCDEOJAH00808406",1,1,2024,3,2,35,4,2,1,93,"Mujer",1,35,"Media"
"TQRMNOTSXHJOKOCDEGJBF00864333",1,1,2024,3,2,37,4,2,1,13,"Mujer",1,37,"Media"
"TQRMNOTPXHLOLPCDEFPCH00804445",1,1,2024,3,1,25,2,2,1,9,"Varón",1,25,"Baja"
"TQRMNOPRQHMOKNCDEIIAD00812067",1,1,2024,3,2,44,4,2,1,32,"Mujer",1,44,"Media"
"TQRMNOUPRHKOKSCDEHIBB00867536",1,1,2024,3,1,62,2,0,1,22,"Varón",NA,62,"Baja"
"TQRMNOQTTHMMLNCDEHJGH00810971",1,3,2024,3,2,38,4,0,1,23,"Mujer",NA,38,"Media"
"TQRMNOQUPHJNOOCDEIJAH00865510",1,2,2024,3,2,43,4,2,1,33,"Mujer",1,43,"Media"
"TQRMNOWTPHKOKNCDEGOIH00872439",1,5,2024,3,2,24,4,2,1,18,"Mujer",1,24,"Media"
"TQRMNOQSXHLNLUCDEGGFB00804568",1,2,2024,3,2,49,5,2,1,10,"Mujer",1,49,"Media"
"TQRMNOTVUHJOOPCDEIJAH00861811",1,1,2024,3,2,34,2,1,1,33,"Mujer",0,34,"Baja"
"TQRMNOPQSHLOSNCDEIJAH00807553",1,1,2024,3,1,33,2,1,1,33,"Varón",0,33,"Baja"
"TQRMNOPSSHJOKOCDEGLDF00866855",1,3,2024,3,1,20,4,2,1,15,"Varón",1,20,"Media"
"TQRMNOTQYHKOMTCDEIJAH00866888",1,1,2024,3,1,37,5,1,1,33,"Varón",0,37,"Media"
"TQRMNORPUHLNKNCDEIGED00806711",1,3,2024,3,2,46,6,0,1,30,"Mujer",NA,46,"Alta"
"TQRMNOSTUHLMLOCDEFJAH00808790",1,1,2024,3,2,38,4,0,1,3,"Mujer",NA,38,"Media"
"TQRMNOPQVHLKKQCDEIGED00806669",1,1,2024,3,2,25,4,2,1,30,"Mujer",1,25,"Media"
"TQRMNOQSPHMLKMCDEIIAD00812065",1,1,2024,3,1,57,6,0,1,32,"Varón",NA,57,"Alta"
"TQRMNOQQTHKOLPCDEFJAH00868750",1,1,2024,3,1,27,4,2,1,3,"Varón",1,27,"Media"
"TQRMNOQYSHJNKPCDEHMHF00866240",1,1,2024,3,1,31,3,2,1,26,"Varón",1,31,"Baja"
"TQRMNOSTUHKOLOCDEHNHB00867812",1,2,2024,3,2,59,2,2,1,27,"Mujer",1,59,"Baja"
"TQRMNOTQPHLLLQCDEGOIH00805501",1,1,2024,3,1,41,5,0,1,18,"Varón",NA,41,"Media"
"TQRMNOTRQHMOKSCDEGNFJ00810468",1,3,2024,3,1,25,4,2,1,17,"Varón",1,25,"Media"
"TQRMNOSRRHKKKTCDEHMHF00867589",1,1,2024,3,1,46,6,1,1,26,"Varón",0,46,"Alta"
"TQRMNOPRVHJLKQCDEHJGH00867915",1,3,2024,3,2,41,6,1,1,23,"Mujer",0,41,"Alta"
"TQRMNOPSUHKMLQCDEHNHB00871427",1,1,2024,3,2,45,6,1,1,27,"Mujer",0,45,"Alta"
"TQRMNOPVTHMOLMCDEGLDF00810293",1,4,2024,3,2,26,6,1,1,15,"Mujer",0,26,"Alta"
"TQRMNOTQVHLNKQCDEHJGH00805965",1,2,2024,3,2,50,6,1,1,23,"Mujer",0,50,"Alta"
"TQRMNOTWVHJNLUCDEIJAH00865567",1,2,2024,3,2,36,4,1,1,33,"Mujer",0,36,"Media"
"TQRMNOPWSHMMKPCDEIJAH00812596",1,1,2024,3,2,54,2,2,1,33,"Mujer",1,54,"Baja"
"TQRMNORXTHLOKQCDEGKDB00805098",1,1,2024,3,1,22,5,2,1,14,"Varón",1,22,"Media"
"TQRMNOQVWHJOKMCDEOJAH00863100",1,1,2024,3,1,62,1,1,1,93,"Varón",0,62,"Baja"
"TQRMNORSYHJKLLCDEFKID00865582",1,1,2024,3,2,44,6,1,1,4,"Mujer",0,44,"Alta"
"TQRMNORSXHJOKQCDEOJAH00862022",1,1,2024,3,2,45,2,2,1,93,"Mujer",1,45,"Baja"
"TQRMNOQRRHMMPQCDEIJAH00812785",1,2,2024,3,1,45,4,0,1,33,"Varón",NA,45,"Media"
"TQRMNORVRHKMLLCDEHMHF00871781",1,1,2024,3,2,32,5,2,1,26,"Mujer",1,32,"Media"
"TQRMNOSXTHJOMMCDEHPJB00865481",1,1,2024,3,2,31,5,2,1,29,"Mujer",1,31,"Media"
"TQRMNORWXHLMMMCDEHJGH00805991",1,1,2024,3,1,52,5,0,1,23,"Varón",NA,52,"Media"
"TQRMNOPXSHJMLNCDEFJAH00867584",1,1,2024,3,1,48,6,2,1,3,"Varón",1,48,"Alta"
"TQRMNOQRUHKMKTCDEHNHB00872402",1,2,2024,3,2,59,3,1,1,27,"Mujer",0,59,"Baja"
"TQRMNOPPYHKKMLCDEIKAH00869528",1,2,2024,3,2,19,5,2,1,34,"Mujer",1,19,"Media"
"TQRMNOQXRHLKKNCDEGGFB00804670",1,1,2024,3,1,62,6,1,1,10,"Varón",0,62,"Alta"
"TQRMNOPPTHJNKPCDEGGFB00866729",1,3,2024,3,1,24,3,2,1,10,"Varón",1,24,"Baja"
"TQRMNOQXXHKMKQCDEOJAH00868778",1,1,2024,3,1,46,2,0,1,93,"Varón",NA,46,"Baja"
"TQRMNOSQRHKMKOCDEHNHB00872259",1,1,2024,3,1,43,6,1,1,27,"Varón",0,43,"Alta"
"TQRMNOUQXHLNKPCDEHMHF00806285",1,2,2024,3,2,30,4,1,1,26,"Mujer",0,30,"Media"
"TQRMNOSTSHJOKOCDEGJBF00864332",1,1,2024,3,2,44,2,0,1,13,"Mujer",NA,44,"Baja"
"TQRMNOQVSHKNLMCDEHJGH00870065",1,4,2024,3,1,25,4,0,1,23,"Varón",NA,25,"Media"
"TQRMNOPVPHKLKTCDEIGED00871836",1,1,2024,3,2,51,6,1,1,30,"Mujer",0,51,"Alta"
"TQRMNOTQVHLNKQCDEHJGH00805965",1,1,2024,3,1,52,6,1,1,23,"Varón",0,52,"Alta"
"TQRMNOSUSHKMKUCDEHGHJ00870957",1,3,2024,3,1,24,5,1,1,20,"Varón",0,24,"Media"
"TQRMNOTQUHMOLPCDEGIBJ00809857",1,1,2024,3,1,60,4,0,1,12,"Varón",NA,60,"Media"
"TQRMNORUTHKOLLCDEFMDB00868581",1,1,2024,3,1,29,4,2,1,6,"Varón",1,29,"Media"
"TQRMNOQRQHKLKSCDEGNFJ00870075",1,1,2024,3,1,50,4,1,1,17,"Varón",0,50,"Media"
"TQRMNOWTPHKOKNCDEGOIH00872439",1,2,2024,3,2,35,4,2,1,18,"Mujer",1,35,"Media"
"TQRMNOSVXHJMLSCDEGGFB00863325",1,1,2024,3,1,59,6,1,1,10,"Varón",0,59,"Alta"
"TQRMNOSUXHLMKMCDEGLDF00810246",1,2,2024,3,2,37,4,2,1,15,"Mujer",1,37,"Media"
"TQRMNOQQTHMMLOCDEHJGH00872300",1,2,2024,3,1,62,4,0,1,23,"Varón",NA,62,"Media"
"TQRMNOPUQHKMLNCDEFKID00868086",1,2,2024,3,1,36,4,2,1,4,"Varón",1,36,"Media"
"TQRMNOQWUHLMKPCDEFJAH00803530",1,2,2024,3,1,38,4,1,1,3,"Varón",0,38,"Media"
"TQRMNQYUQHJOKUCDEHIBB00862017",1,2,2024,3,1,41,4,1,1,22,"Varón",0,41,"Media"
"TQRMNOQXUHJLLNCDEGPDJ00866805",1,5,2024,3,2,30,6,1,1,19,"Mujer",0,30,"Alta"
"TQRMNOTTYHMLLLCDEHLEH00811152",2,2,2024,3,2,28,5,1,1,25,"Mujer",0,28,"Media"
"TQRMNOPTQHJOKMCDEGJBF00866305",1,2,2024,3,1,26,3,2,1,13,"Varón",1,26,"Baja"
"TQRMNOVUSHLNLSCDEFJAH00803476",1,1,2024,3,1,32,3,1,1,3,"Varón",0,32,"Baja"
"TQRMNORXTHKMKOCDEFMDB00868339",1,1,2024,3,1,33,5,1,1,6,"Varón",0,33,"Media"
"TQRMNOTTWHJLKUCDEFKID00866648",1,1,2024,3,2,29,5,1,1,4,"Mujer",0,29,"Media"
"TQRMNOSVSHJNKQCDEIHJF00862219",1,1,2024,3,2,31,6,1,1,31,"Mujer",0,31,"Alta"
"TQRMNOPPYHKKKMCDEGKDB00867913",1,1,2024,3,2,61,6,0,1,14,"Mujer",NA,61,"Alta"
"TQRMNOQTUHMOKMCDEHNHB00811355",1,3,2024,3,2,21,3,0,1,27,"Mujer",NA,21,"Baja"
"TQRMNOQXUHMOLRCDEIJAH00812534",1,1,2024,3,1,54,1,1,1,33,"Varón",0,54,"Baja"
"TQRMNOSPPHLMLMCDEIOAH00808278",1,1,2024,3,1,36,5,0,1,38,"Varón",NA,36,"Media"
"TQRMNOPYRHJMKNCDEIGED00866185",1,1,2024,3,2,43,4,1,1,30,"Mujer",0,43,"Media"
"TQRMNOQTPHLOMNCDEGJBF00804885",2,1,2024,3,1,30,5,2,1,13,"Varón",1,30,"Media"
"TQRMNORPWHLMLLCDEHLEH00806056",1,3,2024,3,1,35,5,0,1,25,"Varón",NA,35,"Media"
"TQRMNOQYSHMMKRCDEHJGH00811008",1,2,2024,3,1,31,6,1,1,23,"Varón",0,31,"Alta"
"TQSMNORTSHMMKOCDEHMHF00811249",1,1,2024,3,2,30,3,0,1,26,"Mujer",NA,30,"Baja"
"TQRMNOTTYHMKLTCDEGJBF00810083",1,1,2024,3,1,31,6,2,1,13,"Varón",1,31,"Alta"
"TQRMNOPRVHMOSTCDEIJAH00812476",1,4,2024,3,1,24,3,2,1,33,"Varón",1,24,"Baja"
"TQRMNORXPHMMKOCDEGIBJ00809870",1,2,2024,3,2,37,6,0,1,12,"Mujer",NA,37,"Alta"
"TQRMNOQYYHKKKQCDEHLEH00871380",1,1,2024,3,2,42,6,0,1,25,"Mujer",NA,42,"Alta"
"TQRMNOPQVHJOOPCDEIJAH00862274",2,2,2024,3,1,31,4,2,1,33,"Varón",1,31,"Media"
"TQRMNOSPWHMOLRCDEHNHB00811463",1,1,2024,3,1,47,4,0,1,27,"Varón",NA,47,"Media"
"TQRMNOTPWHKOKPCDEGNFJ00869011",1,2,2024,3,2,32,4,0,1,17,"Mujer",NA,32,"Media"
"TQRMNOPUSHJLKTCDEIIAD00868666",1,1,2024,3,2,59,3,1,1,32,"Mujer",0,59,"Baja"
