"CODUSU","NRO_HOGAR","COMPONENTE","ANO4","TRIMESTRE","CH04","CH06","NIVEL_ED","PP07H","ESTADO","AGLOMERADO","sexo","informal","edad","educ_grupo"
"TQRMNOPQTHMMLLCDEFMDB00809194",1,1,2024,3,2,50,4,1,1,6,"Mujer",0,50,"Media"
"TQRMNOSTTHLOKTCDEGNFJ00805305",1,2,2024,3,2,24,5,2,1,17,"Mujer",1,24,"Media"
"TQRMNOSTYHMOLUCDEFKID00808902",1,3,2024,3,1,46,6,1,1,4,"Varón",0,46,"Alta"
"TQRMNOQTPHJOPSCDEIJAH00865032",1,2,2024,3,2,52,4,2,1,33,"Mujer",1,52,"Media"
"TQRMNOQPTHMOLTCDEHPJB00854412",1,4,2024,3,2,29,6,2,1,29,"Mujer",1,29,"Alta"
"TQRMNOSQXHKLKNCDEGIBJ00868561",1,1,2024,3,1,62,4,1,1,12,"Varón",0,62,"Media"
"TQRMNOSVSHJNKQCDEIHJF00862219",1,2,2024,3,1,32,4,2,1,31,"Varón",1,32,"Media"
"TQRMNOQXRHLKKNCDEGGFB00804670",1,4,2024,3,2,25,6,2,1,10,"Mujer",1,25,"Alta"
"TQRMNOSVPHJMLMCDEFLID00866028",1,1,2024,3,1,34,4,1,1,5,"Varón",0,34,"Media"
"TQRMNOPTUHKNKPCDEIHJF00870447",1,2,2024,3,1,27,4,1,1,31,"Varón",0,27,"Media"
"TQSMNOPUXHLNKOCDEGJBF00862548",1,2,2024,3,1,52,2,1,1,13,"Varón",0,52,"Baja"
"TQRMNORVXHMMLUCDEHJGH00810929",1,1,2024,3,1,61,6,1,1,23,"Varón",0,61,"Alta"
"TQRMNOSRWHJLONCDEIIAD00861790",1,2,2024,3,2,37,6,1,1,32,"Mujer",0,37,"Alta"
"TQRMNOQYRHMNLLCDEHIBB00810889",1,2,2024,3,2,49,1,1,1,22,"Mujer",0,49,"Baja"
"TQRMNOQXRHJMKPCDEFIAH00862056",1,1,2024,3,2,33,4,1,1,2,"Mujer",0,33,"Media"
"TQRMNOPRYHMMNLCDEIJAH00812438",1,1,2024,3,1,62,4,1,1,33,"Varón",0,62,"Media"
"TQRMNORUQHJLMRCDEIIAD00861799",1,4,2024,3,2,18,5,1,1,32,"Mujer",0,18,"Media"
"TQRMNOSPQHLKLLCDEIKAH00807957",1,1,2024,3,2,53,4,1,1,34,"Mujer",0,53,"Media"
"TQSMNORPVHKNNOCDEIJAH00869108",1,1,2024,3,2,54,2,2,1,33,"Mujer",1,54,"Baja"
"TQRMNOSQRHJLKMCDEIKAH00864222",1,1,2024,3,2,29,6,1,1,34,"Mujer",0,29,"Alta"
"TQRMNOUUXHMMKSCDEIMBF00812989",1,1,2024,3,2,37,3,1,1,36,"Mujer",0,37,"Baja"
"TQRMNOPXWHLMLNCDEGNFJ00805371",1,1,2024,3,1,58,2,1,1,17,"Varón",0,58,"Baja"
"TQRMNOSWRHKOKUCDEIHJF00870452",1,1,2024,3,2,27,4,1,1,31,"Mujer",0,27,"Media"
"TQRMNOQRUHMKLQCDEHPJB00811547",51,1,2024,3,2,35,4,1,1,29,"Mujer",0,35,"Media"
"TQRMNOSPXHJOKOCDEGKDB00862558",1,1,2024,3,1,44,2,2,1,14,"Varón",1,44,"Baja"
"TQRMNOPRVHMMKTCDEGKDB00869593",1,2,2024,3,1,29,6,1,1,14,"Varón",0,29,"Alta"
"TQRMNOQXRHKLLTCDEGJBF00869354",1,1,2024,3,1,37,6,1,1,13,"Varón",0,37,"Alta"
"TQRMNOPRYHKMLMCDEGKDB00868633",1,1,2024,3,1,38,4,1,1,14,"Varón",0,38,"Media"
"TQRMNOPQQHJKLMCDEHJGH00864616",1,2,2024,3,2,31,5,1,1,23,"Mujer",0,31,"Media"
"TQRMNORPQHMOLQCDEGNFJ00810449",1,2,2024,3,1,27,4,2,1,17,"Varón",1,27,"Media"
"TQRMNOPWUHJOKRCDEGNFJ00866453",1,2,2024,3,1,33,4,1,1,17,"Varón",0,33,"Media"
"TQRMNORRSHMNRRCDEIJAH00812733",1,12,2024,3,1,38,1,2,1,33,"Varón",1,38,"Baja"
"TQRMNOQSYHMOQRCDEIJAH00871324",1,2,2024,3,2,28,4,1,1,33,"Mujer",0,28,"Media"
"TQRMNOPYWHKLKTCDEFMDB00870775",1,1,2024,3,2,47,6,1,1,6,"Mujer",0,47,"Alta"
"TQRMNOTPYHMNKNCDEIHJF00867136",1,1,2024,3,1,40,3,1,1,31,"Varón",0,40,"Baja"
"TQRMNOSRVHKOLPCDEFPCH00871188",1,1,2024,3,1,64,5,1,1,9,"Varón",0,64,"Media"
"TQRMNOTTXHMOKMCDEGPDJ00810635",1,1,2024,3,1,36,6,2,1,19,"Varón",1,36,"Alta"
"TQRMNOPSPHJMKSCDEGPDJ00864465",1,1,2024,3,1,46,6,1,1,19,"Varón",0,46,"Alta"
"TQRMNORQWHLOKTCDEOJAH00808481",1,2,2024,3,1,47,6,1,1,93,"Varón",0,47,"Alta"
"TQRMNOQUQHJMLUCDEHPJB00864563",1,3,2024,3,2,31,6,1,1,29,"Mujer",0,31,"Alta"
"TQRMNORSSHLKLOCDEIIAD00807030",1,1,2024,3,1,38,4,2,1,32,"Varón",1,38,"Media"
"TQRMNOTTYHJOKTCDEFMDB00861972",2,1,2024,3,2,24,4,2,1,6,"Mujer",1,24,"Media"
"TQRMNORTRHMMKSCDEHJGH00810987",1,2,2024,3,2,26,6,2,1,23,"Mujer",1,26,"Alta"
"TQRMNOQSYHKKSMCDEIJAH00870673",1,3,2024,3,2,32,6,1,1,33,"Mujer",0,32,"Alta"
"TQRMNOVQQHMOKQCDEOHCH00813306",1,1,2024,3,1,33,4,1,1,91,"Varón",0,33,"Media"
"TQRMNOPYPHKLLQCDEGOIH00870157",1,1,2024,3,1,59,3,1,1,18,"Varón",0,59,"Baja"
"TQRMNOQPTHMOLTCDEHPJB00854412",1,2,2024,3,2,40,4,1,1,29,"Mujer",0,40,"Media"
"TQRMNOURVHJOLLCDEGPDJ00871321",1,4,2024,3,1,38,6,1,1,19,"Varón",0,38,"Alta"
"TQRMNOSXQHLOKTCDEGNFJ00861884",1,1,2024,3,2,54,3,2,1,17,"Mujer",1,54,"Baja"
"TQRMNOSSRHKOKMCDEIJAH00868742",1,2,2024,3,2,27,5,2,1,33,"Mujer",1,27,"Media"
"TQRMNOWPSHLOKTCDEGJBF00810105",1,1,2024,3,2,34,6,1,1,13,"Mujer",0,34,"Alta"
"TQRMNOUTUHKNLQCDEHIBB00871959",1,2,2024,3,1,27,3,2,1,22,"Varón",1,27,"Baja"
"TQRMNOQVSHMKKRCDEFKID00851784",1,2,2024,3,2,31,6,1,1,4,"Mujer",0,31,"Alta"
"TQRMNORYTHJKKTCDEGIBJ00862557",1,1,2024,3,2,52,5,1,1,12,"Mujer",0,52,"Media"
"TQRMNOTSQHLMQNCDEIJAH00807606",1,2,2024,3,2,20,4,2,1,33,"Mujer",1,20,"Media"
"TQRMNOPVQHLMMMCDEFKID00808984",1,1,2024,3,1,54,5,1,1,4,"Varón",0,54,"Media"
"TQRMNOQTRHLOKNCDEGOIH00805451",1,1,2024,3,2,55,6,1,1,18,"Mujer",0,55,"Alta"
"TQRMNOPSSHLOKSCDEGOIH00805385",1,11,2024,3,1,25,5,2,1,18,"Varón",1,25,"Media"
"TQRMNORWTHLOLPCDEFLID00803887",1,2,2024,3,1,43,4,1,1,5,"Varón",0,43,"Media"
"TQRMNORPSHLMMPCDEGJBF00809941",1,4,2024,3,1,23,3,2,1,13,"Varón",1,23,"Baja"
"TQRMNORQTHKKKOCDEGGFB00869299",1,2,2024,3,2,40,4,1,1,10,"Mujer",0,40,"Media"
"TQRMNOPQVHLMLOCDEHMHF00806287",1,4,2024,3,1,20,5,2,1,26,"Varón",1,20,"Media"
"TQRMNOSTUHMKSRCDEIJAH00867104",1,1,2024,3,2,29,6,2,1,33,"Mujer",1,29,"Alta"
"TQRMNORUVHMMKMCDEGNFJ00869470",1,1,2024,3,2,33,6,1,1,17,"Mujer",0,33,"Alta"
"TQRMNOPYVHLOLQCDEGIBJ00804777",1,2,2024,3,2,38,5,1,1,12,"Mujer",0,38,"Media"
"TQRMNOTSPHKOKOCDEFJAH00868733",1,2,2024,3,2,40,4,2,1,3,"Mujer",1,40,"Media"
"TQRMNOPSUHJMRQCDEIJAH00865669",1,1,2024,3,1,46,4,1,1,33,"Varón",0,46,"Media"
"TQRMNOTUYHMNOUCDEIJAH00855370",1,1,2024,3,1,58,4,1,1,33,"Varón",0,58,"Media"
"TQRMNOQYQHKMKMCDEHJGH00872258",1,1,2024,3,2,45,4,1,1,23,"Mujer",0,45,"Media"
"TQRMNOWRUHKLKQCDEHPJB00871232",1,1,2024,3,1,48,6,2,1,29,"Varón",1,48,"Alta"
"TQRMNORSUHKMKMCDEIOAH00869546",1,1,2024,3,1,55,4,1,1,38,"Varón",0,55,"Media"
"TQRMNORTRHJMKPCDEIHJF00862208",1,1,2024,3,2,35,5,1,1,31,"Mujer",0,35,"Media"
"TQRMNOSRQHMOQRCDEIJAH00867362",1,2,2024,3,2,47,4,2,1,33,"Mujer",1,47,"Media"
"TQRMNOPQXHMOLPCDEHIBB00810797",1,7,2024,3,2,35,6,1,1,22,"Mujer",0,35,"Alta"
"TQRMNORSRHMOKNCDEHIBB00810858",1,2,2024,3,1,26,4,2,1,22,"Varón",1,26,"Media"
"TQRMNOPXXHKMLSCDEGGFB00869762",1,3,2024,3,1,51,6,1,1,10,"Varón",0,51,"Alta"
"TQRMNOTRXHLLKSCDEHLEH00806042",1,1,2024,3,1,52,4,1,1,25,"Varón",0,52,"Media"
"TQRMNORWQHJOLRCDEHPJB00862132",1,1,2024,3,2,58,4,1,1,29,"Mujer",0,58,"Media"
"TQRMNOQTPHJMKMCDEOJAH00862473",1,3,2024,3,1,22,4,2,1,93,"Varón",1,22,"Media"
"TQRMNOQUVHMOMLCDEHPJB00811487",1,2,2024,3,2,23,5,2,1,29,"Mujer",1,23,"Media"
"TQRMNOTPRHKKKMCDEIHJF00871733",1,2,2024,3,1,25,4,2,1,31,"Varón",1,25,"Media"
"TQRMNOPPXHKNNOCDEIJAH00867733",1,1,2024,3,1,43,3,2,1,33,"Varón",1,43,"Baja"
"TQSMNOSRTHKOKMCDEIMBF00870719",1,1,2024,3,1,30,4,1,1,36,"Varón",0,30,"Media"
"TQRMNOPTPHMKLNCDEIMBF00855845",1,2,2024,3,1,33,6,1,1,36,"Varón",0,33,"Alta"
"TQRMNOQRPHKMLTCDEGGFB00868215",1,1,2024,3,2,40,2,2,1,10,"Mujer",1,40,"Baja"
"TQRMNOPRVHLNMQCDEIJAH00864259",1,2,2024,3,1,27,3,2,1,33,"Varón",1,27,"Baja"
"TQRMNOUUTHMMKUCDEHGHJ00870144",1,1,2024,3,1,27,3,2,1,20,"Varón",1,27,"Baja"
"TQRMNOUTXHKLLPCDEHNHB00871161",1,3,2024,3,2,30,6,1,1,27,"Mujer",0,30,"Alta"
"TQRMNORPPHLOLQCDEFOCD00804279",1,1,2024,3,1,51,4,2,1,8,"Varón",1,51,"Media"
"TQRMNOPYPHLNLMCDEHIBB00805846",1,4,2024,3,2,27,5,2,1,22,"Mujer",1,27,"Media"
"TQRMNOPPWHLLKTCDEGLDF00805138",1,2,2024,3,2,54,6,1,1,15,"Mujer",0,54,"Alta"
"TQRMNORQXHKOKUCDEHLEH00870087",1,1,2024,3,1,23,2,2,1,25,"Varón",1,23,"Baja"
"TQRMNOSPXHMNLLCDEHGHJ00810769",1,1,2024,3,1,56,2,1,1,20,"Varón",0,56,"Baja"
"TQRMNORRSHMLKUCDEHJGH00810959",1,2,2024,3,2,36,6,1,1,23,"Mujer",0,36,"Alta"
"TQRMNORYRHKMLRCDEHJGH00870951",1,2,2024,3,1,25,5,1,1,23,"Varón",0,25,"Media"
"TQRMNORWQHJOKQCDEFKID00865915",1,1,2024,3,1,40,6,1,1,4,"Varón",0,40,"Alta"
"TQRMNORSRHJMLNCDEHGHJ00871803",1,1,2024,3,2,28,4,1,1,20,"Mujer",0,28,"Media"
"TQRMNOPQXHMOLPCDEHIBB00810797",1,4,2024,3,1,39,4,1,1,22,"Varón",0,39,"Media"
"TQRMNOSVSHMMKUCDEHGHJ00853680",1,1,2024,3,1,51,4,1,1,20,"Varón",0,51,"Media"
"TQRMNORWUHLMLRCDEHPJB00806476",1,2,2024,3,1,47,4,2,1,29,"Varón",1,47,"Media"
"TQRMNOPXPHJOKSCDEHNHB00867021",1,1,2024,3,1,31,6,1,1,27,"Varón",0,31,"Alta"
"TQRMNOQTPHJOPSCDEIJAH00865032",1,1,2024,3,1,55,3,2,1,33,"Varón",1,55,"Baja"
"TQRMNOPRUHKNKMCDEFMDB00867500",1,1,2024,3,2,31,6,1,1,6,"Mujer",0,31,"Alta"
"TQRMNOPVUHMOKRCDEFNFF00809382",1,1,2024,3,1,26,4,2,1,7,"Varón",1,26,"Media"
"TQRMNOSTTHLKKNCDEHLEH00806131",1,1,2024,3,1,52,4,1,1,25,"Varón",0,52,"Media"
"TQRMNOUXWHKMLOCDEOHCH00868382",1,2,2024,3,2,40,6,1,1,91,"Mujer",0,40,"Alta"
"TQRMNOQSQHLMSUCDEIJAH00807480",1,3,2024,3,1,18,3,2,1,33,"Varón",1,18,"Baja"
"TQSMNORVSHMNLNCDEGGFB00809667",1,3,2024,3,1,20,3,2,1,10,"Varón",1,20,"Baja"
"TQRMNOPSUHJMKNCDEFLID00868969",1,1,2024,3,2,41,5,1,1,5,"Mujer",0,41,"Media"
"TQRMNOUUSHMOMPCDEFKID00808908",1,1,2024,3,2,38,3,2,1,4,"Mujer",1,38,"Baja"
"TQRMNOQRVHJMLSCDEFIAH00862044",1,3,2024,3,2,27,6,2,1,2,"Mujer",1,27,"Alta"
"TQTMNOPXXHJOLNCDEHNHB00865977",1,1,2024,3,1,42,4,2,1,27,"Varón",1,42,"Media"
"TQRMNOTVVHMOKQCDEFJAH00808712",1,2,2024,3,2,45,4,1,1,3,"Mujer",0,45,"Media"
"TQRMNOYUUHLOKRCDEGOIH00805491",1,1,2024,3,1,46,3,2,1,18,"Varón",1,46,"Baja"
"TQRMNOQYQHMKKSCDEFIAH00808551",1,1,2024,3,1,63,6,2,1,2,"Varón",1,63,"Alta"
"TQRMNORWXHJKKQCDEFMDB00864856",1,1,2024,3,2,55,6,1,1,6,"Mujer",0,55,"Alta"
"TQRMNOPQVHJMLQCDEFKID00866657",1,1,2024,3,1,38,4,1,1,4,"Varón",0,38,"Media"
"TQSMNOQVRHMOLLCDEHPJB00811564",1,2,2024,3,1,50,4,2,1,29,"Varón",1,50,"Media"
"TQRMNOTWUHJNNRCDEIIAD00865594",1,1,2024,3,2,39,6,2,1,32,"Mujer",1,39,"Alta"
"TQRMNORWYHMOKMCDEFNFF00809337",1,1,2024,3,1,29,4,2,1,7,"Varón",1,29,"Media"
"TQRMNOQWVHKKKQCDEHGHJ00871259",1,1,2024,3,1,31,6,1,1,20,"Varón",0,31,"Alta"
"TQRMNOPVRHKOKQCDEGOIH00870013",1,4,2024,3,1,46,4,2,1,18,"Varón",1,46,"Media"
"TQRMNOQSUHJMKSCDEIGED00864850",1,1,2024,3,2,24,4,2,1,30,"Mujer",1,24,"Media"
"TQRMNOTVSHJOKQCDEGPDJ00864806",1,1,2024,3,2,30,5,2,1,19,"Mujer",1,30,"Media"
"TQRMNOPPTHJNLQCDEHMHF00866434",1,2,2024,3,1,39,4,2,1,26,"Varón",1,39,"Media"
"TQRMNOQSRHKOMLCDEGJBF00868985",1,1,2024,3,1,63,2,1,1,13,"Varón",0,63,"Baja"
"TQRMNOPPYHLOKNCDEGPDJ00805642",1,1,2024,3,1,32,6,1,1,19,"Varón",0,32,"Alta"
"TQRMNOPRYHMMLPCDEFMDB00809290",1,2,2024,3,1,61,6,1,1,6,"Varón",0,61,"Alta"
"TQRMNOQTXHKOLSCDEIJAH00872071",1,2,2024,3,2,43,4,2,1,33,"Mujer",1,43,"Media"
"TQRMNORVRHKOKQCDEOJAH00869990",1,2,2024,3,1,27,3,1,1,93,"Varón",0,27,"Baja"
"TQRMNOPWRHLMLOCDEIJAH00807760",1,1,2024,3,2,40,6,1,1,33,"Mujer",0,40,"Alta"
"TQRMNOPTPHMKLNCDEIMBF00855845",1,1,2024,3,2,32,6,1,1,36,"Mujer",0,32,"Alta"
"TQRMNOSQTHKOMLCDEIJAH00868685",1,1,2024,3,2,51,2,2,1,33,"Mujer",1,51,"Baja"
"TQRMNOQTQHJOKNCDEHPJB00862215",1,5,2024,3,1,22,3,2,1,29,"Varón",1,22,"Baja"
"TQRMNOUPYHKOLOCDEGLDF00870780",2,1,2024,3,1,30,3,2,1,15,"Varón",1,30,"Baja"
"TQRMNOSTPHMMLLCDEFNFF00852296",1,1,2024,3,1,46,5,1,1,7,"Varón",0,46,"Media"
"TQRMNOQXUHLKLRCDEGJBF00868431",1,1,2024,3,1,38,5,1,1,13,"Varón",0,38,"Media"
"TQRMNOSXSHKKLUCDEHJGH00871445",1,2,2024,3,2,36,5,1,1,23,"Mujer",0,36,"Media"
"TQRMNOSQTHKOMLCDEIJAH00868685",1,2,2024,3,1,54,3,2,1,33,"Varón",1,54,"Baja"
"TQRMNOTQQHKOKSCDEFNFF00871745",1,1,2024,3,1,50,3,1,1,7,"Varón",0,50,"Baja"
"TQRMNOPTVHLMKUCDEIHJF00806747",1,2,2024,3,1,54,6,1,1,31,"Varón",0,54,"Alta"
"TQRMNOTTRHKMLLCDEGNFJ00868664",1,2,2024,3,1,34,5,1,1,17,"Varón",0,34,"Media"
"TQRMNOPVYHJMKRCDEIJAH00862945",1,2,2024,3,1,27,5,1,1,33,"Varón",0,27,"Media"
"TQRMNOSRVHKOLPCDEFPCH00871188",1,3,2024,3,2,35,3,1,1,9,"Mujer",0,35,"Baja"
"TQRMNOWSYHKOKNCDEGOIH00868506",1,4,2024,3,1,25,3,2,1,18,"Varón",1,25,"Baja"
"TQRMNOTRPHKLKMCDEOHCH00872230",1,1,2024,3,2,45,4,1,1,91,"Mujer",0,45,"Media"
"TQRMNOPQUHJMLMCDEFLID00864797",1,1,2024,3,1,63,6,1,1,5,"Varón",0,63,"Alta"
"TQRMNOPYPHMNKMCDEIJAH00812304",1,2,2024,3,2,24,6,1,1,33,"Mujer",0,24,"Alta"
"TQRMNOSVRHJMLNCDEIOAH00866294",1,1,2024,3,1,43,3,1,1,38,"Varón",0,43,"Baja"
"TQRMNOPRUHJMKUCDEGLDF00863455",1,5,2024,3,2,47,2,1,1,15,"Mujer",0,47,"Baja"
"TQRMNOQWSHMLKPCDEHNHB00811340",2,2,2024,3,2,34,6,1,1,27,"Mujer",0,34,"Alta"
"TQRMNOPQPHLNKRCDEHGHJ00805660",1,1,2024,3,1,41,4,1,1,20,"Varón",0,41,"Media"
"TQRMNOPRPHLNKOCDEIHJF00806820",2,2,2024,3,1,42,4,1,1,31,"Varón",0,42,"Media"
"TQRMNOPXSHMMKPCDEIIAD00854885",1,1,2024,3,1,63,2,1,1,32,"Varón",0,63,"Baja"
"TQRMNORQVHMMKNCDEHLEH00811162",1,2,2024,3,1,44,4,2,1,25,"Varón",1,44,"Media"
"TQRMNOPQRHJKKSCDEFKID00864739",1,2,2024,3,2,60,6,1,1,4,"Mujer",0,60,"Alta"
"TQRMNOQWSHKMTTCDEIJAH00871300",1,1,2024,3,2,29,6,1,1,33,"Mujer",0,29,"Alta"
"TQRMNORPXHKMKSCDEFMDB00868663",1,2,2024,3,2,42,6,1,1,6,"Mujer",0,42,"Alta"
"TQRMNOQYQHLNKRCDEHGHJ00805664",1,1,2024,3,2,53,4,2,1,20,"Mujer",1,53,"Media"
"TQRMNQYUQHJOKUCDEHIBB00862017",1,1,2024,3,2,39,4,1,1,22,"Mujer",0,39,"Media"
"TQRMNOPWXHJMLLCDEIMBF00863354",1,1,2024,3,2,33,5,1,1,36,"Mujer",0,33,"Media"
"TQRMNOSQVHMMLQCDEHMHF00811260",1,1,2024,3,1,32,2,1,1,26,"Varón",0,32,"Baja"
"TQRMNOPXUHKLLQCDEGOIH00869575",1,2,2024,3,2,28,6,1,1,18,"Mujer",0,28,"Alta"
"TQRMNOSUQHLMKQCDEIHJF00806850",1,1,2024,3,1,40,6,1,1,31,"Varón",0,40,"Alta"
"TQRMNOPTYHKOKOCDEFOCD00871944",1,2,2024,3,1,28,5,1,1,8,"Varón",0,28,"Media"
"TQRMNOPUYHJMNOCDEIJAH00864912",1,2,2024,3,1,40,6,1,1,33,"Varón",0,40,"Alta"
"TQRMNOQWTHJOLQCDEFPCH00862530",1,1,2024,3,1,30,6,1,1,9,"Varón",0,30,"Alta"
"TQRMNOPYXHJMLOCDEIKAH00864377",1,3,2024,3,2,43,4,1,1,34,"Mujer",0,43,"Media"
"TQRMNORUVHKNKRCDEHNHB00872187",1,2,2024,3,2,45,3,2,1,27,"Mujer",1,45,"Baja"
"TQRMNOPPRHJKKQCDEIIAD00863567",1,2,2024,3,1,25,5,2,1,32,"Varón",1,25,"Media"
"TQRMNOQRXHKLKQCDEIOAH00868448",1,2,2024,3,2,41,6,1,1,38,"Mujer",0,41,"Alta"
"TQRMNOQXPHKOLNCDEFOCD00871119",1,1,2024,3,2,53,2,2,1,8,"Mujer",1,53,"Baja"
"TQRMNOPYSHJOLRCDEHPJB00865026",1,3,2024,3,1,30,3,2,1,29,"Varón",1,30,"Baja"
"TQRMNOTSPHKOKOCDEFJAH00868733",1,1,2024,3,1,48,5,1,1,3,"Varón",0,48,"Media"
"TQRMNORPVHKLPLCDEIJAH00867437",1,2,2024,3,2,23,4,1,1,33,"Mujer",0,23,"Media"
"TQRMNOQTYHJMKQCDEFIAH00864263",1,1,2024,3,1,39,6,1,1,2,"Varón",0,39,"Alta"
"TQRMNOVSPHLMLPCDEOHCH00808343",1,1,2024,3,1,40,3,1,1,91,"Varón",0,40,"Baja"
"TQRMNORYUHMMKSCDEHLEH00854047",1,1,2024,3,1,37,4,1,1,25,"Varón",0,37,"Media"
"TQRMNOQUVHMOKUCDEFOCD00809419",1,1,2024,3,2,61,4,1,1,8,"Mujer",0,61,"Media"
"TQRMNOQVRHMMLRCDEFLID00809029",1,3,2024,3,1,19,4,2,1,5,"Varón",1,19,"Media"
"TQRMNOPPSHJOLLCDEGPDJ00863839",1,1,2024,3,1,59,5,1,1,19,"Varón",0,59,"Media"
"TQRMNORWVHKLKUCDEFKID00867037",1,4,2024,3,2,22,5,1,1,4,"Mujer",0,22,"Media"
"TQRMNOPUTHMLLPCDEOHCH00813347",1,1,2024,3,2,44,5,1,1,91,"Mujer",0,44,"Media"
"TQRMNOSWPHJLKTCDEHPJB00866580",1,1,2024,3,2,61,6,1,1,29,"Mujer",0,61,"Alta"
"TQRMNORVXHLNMMCDEGGFB00809659",1,2,2024,3,1,22,3,2,1,10,"Varón",1,22,"Baja"
"TQRMNOPVXHJMKNCDEHMHF00865507",1,1,2024,3,1,45,6,1,1,26,"Varón",0,45,"Alta"
"TQRMNORWPHLOLSCDEHNHB00806345",1,1,2024,3,2,44,4,2,1,27,"Mujer",1,44,"Media"
"TQRMNOWPVHLKKNCDEGNFJ00805321",1,2,2024,3,2,51,4,1,1,17,"Mujer",0,51,"Media"
"TQRMNORWVHLMKUCDEGOIH00805474",2,1,2024,3,1,30,4,1,1,18,"Varón",0,30,"Media"
"TQRMNOSQVHMNLMCDEGNFJ00810479",1,1,2024,3,1,28,3,1,1,17,"Varón",0,28,"Baja"
"TQRMNORTRHLOLSCDEFIAH00803366",1,1,2024,3,2,35,4,2,1,2,"Mujer",1,35,"Media"
"TQRMNORYPHMMMPCDEGJBF00810029",1,4,2024,3,2,20,4,2,1,13,"Mujer",1,20,"Media"
"TQRMNOSSQHLOLSCDEIIAD00806936",1,2,2024,3,1,20,4,2,1,32,"Varón",1,20,"Media"
"TQRMNOQSVHMMKNCDEOHCH00813351",1,2,2024,3,1,32,3,1,1,91,"Varón",0,32,"Baja"
"TQRMNOQWTHLMLQCDEGGFB00804613",1,1,2024,3,1,55,4,2,1,10,"Varón",1,55,"Media"
"TQRMNOPUYHLNOTCDEIJAH00812250",1,2,2024,3,2,30,6,1,1,33,"Mujer",0,30,"Alta"
"TQRMNOQSUHKOKRCDEFNFF00867118",1,1,2024,3,1,52,3,2,1,7,"Varón",1,52,"Baja"
"TQRMNOPXUHJLKOCDEGGFB00861846",1,1,2024,3,1,47,6,1,1,10,"Varón",0,47,"Alta"
"TQRMNORRSHMLKUCDEHJGH00810959",1,1,2024,3,1,36,6,2,1,23,"Varón",1,36,"Alta"
"TQRMNORWXHMMKNCDEOJAH00813425",1,1,2024,3,1,56,4,1,1,93,"Varón",0,56,"Media"
"TQUMNOPRTHJMKUCDEGLDF00864884",1,2,2024,3,1,35,4,1,1,15,"Varón",0,35,"Media"
"TQRMNORPUHJKKPCDEGPDJ00861842",1,2,2024,3,2,39,6,1,1,19,"Mujer",0,39,"Alta"
"TQRMNOTQPHMNKNCDEIHJF00811828",1,1,2024,3,1,37,5,1,1,31,"Varón",0,37,"Media"
"TQRMNOPYQHMMKSCDEGGFB00809609",1,2,2024,3,2,18,4,2,1,10,"Mujer",1,18,"Media"
"TQRMNOQRUHJOLLCDEGLDF00863756",1,2,2024,3,2,55,6,1,1,15,"Mujer",0,55,"Alta"
"TQRMNOPYPHMOLUCDEHPJB00811555",2,1,2024,3,1,27,2,2,1,29,"Varón",1,27,"Baja"
"TQRMNOPYSHMOKNCDEHMHF00854124",1,1,2024,3,2,42,4,1,1,26,"Mujer",0,42,"Media"
"TQTMNOPXXHJOLNCDEHNHB00865977",1,2,2024,3,2,34,4,2,1,27,"Mujer",1,34,"Media"
"TQRMNOQSVHMMLMCDEFPCH00852506",1,1,2024,3,1,49,3,1,1,9,"Varón",0,49,"Baja"
"TQRMNOPQXHLKLMCDEFIAH00866097",1,2,2024,3,2,48,6,1,1,2,"Mujer",0,48,"Alta"
"TQRMNOQWWHKNMOCDEIJAH00867530",1,1,2024,3,1,32,4,1,1,33,"Varón",0,32,"Media"
"TQRMNOPYQHKLKTCDEGOIH00867752",1,3,2024,3,1,51,6,1,1,18,"Varón",0,51,"Alta"
"TQRMNORYUHMNROCDEIJAH00870904",1,4,2024,3,1,21,4,2,1,33,"Varón",1,21,"Media"
"TQRMNOXWSHLNKRCDEIIAD00812118",1,2,2024,3,2,26,5,1,1,32,"Mujer",0,26,"Media"
"TQRMNOQRSHJNKQCDEIGED00866384",1,1,2024,3,2,51,2,2,1,30,"Mujer",1,51,"Baja"
"TQRMNOQTXHJLKQCDEHJGH00862953",1,3,2024,3,1,52,4,2,1,23,"Varón",1,52,"Media"
"TQRMNORWPHLOLSCDEHNHB00806345",1,3,2024,3,1,23,4,2,1,27,"Varón",1,23,"Media"
"TQRMNOPPSHMMOLCDEIIAD00812099",1,2,2024,3,1,54,6,1,1,32,"Varón",0,54,"Alta"
"TQRMNORPTHKLKUCDEHIBB00872105",1,1,2024,3,1,38,5,1,1,22,"Varón",0,38,"Media"
"TQRMNOWPSHKOMLCDEHPJB00867992",1,3,2024,3,2,21,5,2,1,29,"Mujer",1,21,"Media"
"TQRMNOPRVHKKKOCDEGGFB00868542",1,1,2024,3,1,39,6,1,1,10,"Varón",0,39,"Alta"
"TQRMNOPUPHMMKNCDEIHJF00854746",1,1,2024,3,1,43,3,1,1,31,"Varón",0,43,"Baja"
"TQRMNOPUUHKMKPCDEIKAH00869959",1,3,2024,3,1,32,4,1,1,34,"Varón",0,32,"Media"
"TQRMNORWUHMOKOCDEHJGH00811013",1,4,2024,3,1,32,5,1,1,23,"Varón",0,32,"Media"
"TQRMNOTPXHLNNMCDEIJAH00872077",1,3,2024,3,1,24,4,1,1,33,"Varón",0,24,"Media"
